ЕдиницаИзмерения;ЕдиницаИзмеренияМест;Качество;Количество;КоличествоМест;КоличествоУчет;Коэффициент;Номенклатура;Сумма;СуммаУчет;ХарактеристикаНоменклатуры;Цена;ЦенаВРознице;ЦенаРегл;СуммаРегл;СерияНоменклатуры
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d9027657};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",4};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d9027656};{"N",341.25};{"N",273};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",68.25};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d902765d};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d902765c};{"N",341.25};{"N",341.25};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",68.25};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d902765f};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",1};{"N",0};{"N",2};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d902765e};{"N",65};{"N",130};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",65};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d9027661};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d9027660};{"N",325};{"N",325};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",65};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d9027663};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",4};{"N",0};{"N",4};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d9027662};{"N",260};{"N",260};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",65};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d9027665};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",4};{"N",0};{"N",4};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d9027664};{"N",260};{"N",260};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",65};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d9027667};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d9027666};{"N",325};{"N",325};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",65};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d9027669};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",3};{"N",0};{"N",4};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d9027668};{"N",195};{"N",260};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",65};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d902766d};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d902766c};{"N",325};{"N",325};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",65};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d9027671};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",2};{"N",0};{"N",2};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d9027670};{"N",130};{"N",130};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",65};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d9027673};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d9027672};{"N",325};{"N",325};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",65};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d9027675};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",4};{"N",0};{"N",4};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d9027674};{"N",260};{"N",260};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",65};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d9027677};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",3};{"N",0};{"N",3};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d9027676};{"N",258};{"N",258};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",86};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d9027679};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d9027678};{"N",430};{"N",430};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",86};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d902767b};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",3};{"N",0};{"N",2};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d902767a};{"N",258};{"N",172};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",86};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d902767d};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",3};{"N",0};{"N",3};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d902767c};{"N",105};{"N",105};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",35};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d902767f};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",4};{"N",0};{"N",4};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d902767e};{"N",140};{"N",140};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",35};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ea8d9027681};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",4};{"N",0};{"N",4};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ea8d9027680};{"N",344};{"N",344};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",86};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ed0630d408f};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ed0630d408e};{"N",183.75};{"N",183.75};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",36.75};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ed0630d4091};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",4};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ed0630d4090};{"N",183.75};{"N",147};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",36.75};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ed0630d4093};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",4};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ed0630d4092};{"N",147};{"N",183.75};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",36.75};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ed0630d4095};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ed0630d4094};{"N",210};{"N",210};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",42};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ed0630d4097};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",2};{"N",0};{"N",2};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ed0630d4096};{"N",84};{"N",84};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",42};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ed0630d4099};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ed0630d4098};{"N",210};{"N",210};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",42};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ed0630d409b};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",3};{"N",0};{"N",2};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ed0630d409a};{"N",126};{"N",84};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",42};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ed0630d409d};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",2};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ed0630d409c};{"N",210};{"N",84};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",42};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ed0630d40a1};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ed0630d40a0};{"N",244.15};{"N",244.15};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",48.83};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ed0630d40a3};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",1};{"N",0};{"N",1};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ed0630d40a2};{"N",48.83};{"N",48.83};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",48.83};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:9fcf801f02259a1811e23ed0630d40a5};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",5};{"N",0};{"N",5};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:9fcf801f02259a1811e23ed0630d40a4};{"N",244.15};{"N",244.15};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",48.83};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:a9a6d43d7e95a4a111e355c90d09ba6f};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",2};{"N",0};{"N",2};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:a9a6d43d7e95a4a111e355c90d09ba6d};{"N",37.8};{"N",37.8};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",18.9};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:b176009c029a0d5911e67a4c68de39ea};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",10};{"N",0};{"N",10};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:b176009c029a0d5911e67a4c68de39e8};{"N",187.2};{"N",187.2};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",18.72};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:b422009c029a0d5911e65ebe4a379fb6};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",3};{"N",0};{"N",3};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:b422009c029a0d5911e65ebe4a379fb4};{"N",37.5};{"N",37.5};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",12.5};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:b4dd009c029a0d5911e62ed1dc8c8b71};{"#",90934666-83d0-4ca4-8538-3049224a0ae1,64:00000000000000000000000000000000};{"#",e9ae4cc7-0f1d-47c7-ad80-d1afc972ee5d,72:a79841ebe5e5b977449b6bced05404a0};{"N",3};{"N",0};{"N",3};{"N",1};{"#",44a01d39-c2b6-4751-85e6-06fdc2f23043,98:b4dd009c029a0d5911e62ed1dc8c8b6f};{"N",123.84};{"N",123.84};{"#",de681bef-7b2a-42e5-a126-f4a04369411f,170:00000000000000000000000000000000};{"N",41.28};{"N",0};{"N",0};{"N",0};{"#",5e26518e-b532-48a7-a61c-5be94217aec2,130:00000000000000000000000000000000}
